Network,Sites,Correlation,Days_Apart,Scanner1,Scanner2,Scanner_Label
MOT,MNI2 vs EDM1 ,0.75,547,Siemens,Siemens,SiemensSiemens
MOT,MNI2 vs RRI1 ,0.63,672,Siemens,Siemens,SiemensSiemens
MOT,MNI2 vs SASK1 ,0.74,752,Siemens,Siemens,SiemensSiemens
MOT,MNI2 vs SUN1 ,0.61,632,Siemens,Siemens,SiemensSiemens
MOT,MNI2 vs TWH1 ,0.6,885,Siemens,GE,SiemensGE
MOT,MNI2 vs VIC1 ,0.58,753,Siemens,GE,SiemensGE
MOT,MNI3 vs MNI4 ,0.81,540,Siemens,Siemens,SiemensSiemens
MOT,MNI3 vs EDM1 ,0.74,547,Siemens,Siemens,SiemensSiemens
MOT,MNI3 vs RRI1 ,0.63,672,Siemens,Siemens,SiemensSiemens
MOT,MNI3 vs SASK1 ,0.74,752,Siemens,Siemens,SiemensSiemens
MOT,MNI3 vs SUN1 ,0.61,632,Siemens,Siemens,SiemensSiemens
MOT,MNI3 vs TWH1 ,0.59,885,Siemens,GE,SiemensGE
MOT,MNI3 vs VIC1 ,0.58,753,Siemens,GE,SiemensGE
MOT,MNI4 vs EDM1 ,0.77,7,Siemens,Siemens,SiemensSiemens
MOT,MNI4 vs RRI1 ,0.66,132,Siemens,Siemens,SiemensSiemens
MOT,MNI4 vs SASK1 ,0.77,212,Siemens,Siemens,SiemensSiemens
MOT,MNI4 vs SUN1 ,0.63,92,Siemens,Siemens,SiemensSiemens
MOT,MNI4 vs TWH1 ,0.6,345,Siemens,GE,SiemensGE
MOT,MNI4 vs VIC1 ,0.61,213,Siemens,GE,SiemensGE
MOT,EDM1 vs RRI1 ,0.81,125,Siemens,Siemens,SiemensSiemens
MOT,EDM1 vs SASK1 ,0.77,205,Siemens,Siemens,SiemensSiemens
MOT,EDM1 vs SUN1 ,0.68,85,Siemens,Siemens,SiemensSiemens
MOT,EDM1 vs TWH1 ,0.62,338,Siemens,GE,SiemensGE
MOT,EDM1 vs VIC1 ,0.5,206,Siemens,GE,SiemensGE
MOT,RRI1 vs SASK1 ,0.73,80,Siemens,Siemens,SiemensSiemens
MOT,RRI1 vs SUN1 ,0.79,40,Siemens,Siemens,SiemensSiemens
MOT,RRI1 vs TWH1 ,0.69,213,Siemens,GE,SiemensGE
MOT,RRI1 vs VIC1 ,0.49,81,Siemens,GE,SiemensGE
MOT,SASK1 vs SUN1 ,0.66,120,Siemens,Siemens,SiemensSiemens
MOT,SASK1 vs TWH1 ,0.61,133,Siemens,GE,SiemensGE
MOT,SASK1 vs VIC1 ,0.6,1,Siemens,GE,SiemensGE
MOT,SUN1 vs TWH1 ,0.73,253,Siemens,GE,SiemensGE
MOT,SUN1 vs VIC1 ,0.51,121,Siemens,GE,SiemensGE
MOT,TWH1 vs VIC1 ,0.63,132,GE,GE,GEGE
